,subject,timepoint,event,region,signal
529,s5,18,stim,frontal,-0.0310125612548
530,s4,18,stim,frontal,-0.0632631135055
531,s7,18,stim,frontal,-0.019634012602
532,s3,4,cue,parietal,0.0582186114962
533,s6,5,cue,parietal,0.0381453368558
534,s7,5,cue,parietal,-0.00815845041105
535,s8,5,cue,parietal,0.0471362245382
536,s9,5,cue,parietal,0.0558473095984
537,s10,5,cue,parietal,0.0378916680876
538,s0,4,cue,parietal,0.11532113825
539,s1,4,cue,parietal,0.14924178269
540,s12,5,cue,parietal,0.047576637131
541,s7,2,cue,parietal,-0.0766085900041
542,s8,2,cue,parietal,-0.0215687171672
543,s9,2,cue,parietal,-0.00977918768745
544,s4,5,cue,parietal,0.186053377099
545,s5,5,cue,parietal,0.0286996754562
546,s2,4,cue,parietal,0.0484638721715
547,s3,5,cue,parietal,0.0889036017516999
548,s2,5,cue,parietal,0.00721563801485
549,s1,5,cue,parietal,0.215735229271
550,s0,5,cue,parietal,0.102043892318
551,s13,4,cue,parietal,0.0536918415969
552,s12,4,cue,parietal,0.058198039644
553,s11,4,cue,parietal,0.00801326082815
554,s10,4,cue,parietal,0.0341087612233
555,s9,4,cue,parietal,0.0611876749693
556,s8,4,cue,parietal,0.0312011634308
557,s7,4,cue,parietal,-0.0463474492093
558,s6,4,cue,parietal,0.0222709335503
559,s5,4,cue,parietal,0.0515414564243
560,s4,4,cue,parietal,0.213117124571
561,s11,2,cue,parietal,-0.0548464730976
562,s10,2,cue,parietal,-0.0261177119822
563,s9,8,cue,parietal,-0.0398411196291
564,s12,2,cue,parietal,-0.00948510410683
565,s13,5,cue,parietal,0.0810267441778
566,s4,14,cue,frontal,-0.0267960223096
567,s8,8,cue,parietal,-0.0234004944386
568,s7,8,cue,parietal,0.0183984526248
569,s6,8,cue,parietal,-0.056233739376
570,s5,8,cue,parietal,-0.0570726138705
571,s4,8,cue,parietal,-0.181240908779
572,s3,8,cue,parietal,-0.0169387434795999
573,s2,8,cue,parietal,-0.0774126485299
574,s1,8,cue,parietal,-0.0657555651727
575,s0,8,cue,parietal,-0.00273843592227
576,s13,7,cue,parietal,0.003324151435
577,s12,7,cue,parietal,-0.0103106697503
578,s10,7,cue,parietal,-0.039477242766
579,s5,14,cue,frontal,-0.0172127890483
580,s11,5,cue,parietal,0.0426131300884
581,s13,2,cue,parietal,-0.0293295919832
582,s13,3,cue,parietal,0.000747863734093
583,s12,3,cue,parietal,0.0302697426561
584,s11,3,cue,parietal,-0.0321585389528
585,s10,3,cue,parietal,0.00206830058274
586,s9,3,cue,parietal,0.0292979500758
587,s8,3,cue,parietal,-0.000822886971583
588,s7,3,cue,parietal,-0.0713861989094
589,s6,3,cue,parietal,-0.00929622159607
590,s5,3,cue,parietal,0.0465185591803
591,s4,3,cue,parietal,0.129606378289
592,s3,3,cue,parietal,0.0147962077845
593,s2,3,cue,parietal,0.0494281304008
594,s1,3,cue,parietal,0.0330026478324
595,s0,3,cue,parietal,0.0850401087826
596,s9,0,cue,frontal,-0.00811691318458
597,s9,6,cue,frontal,0.0268635605066
598,s3,14,cue,frontal,-0.0306139685252
599,s8,3,cue,frontal,-0.00498716907727
600,s4,6,cue,frontal,0.0634867092855
601,s3,6,cue,frontal,0.0739015779525
602,s2,6,cue,frontal,-0.0544052334484
603,s1,6,cue,frontal,0.0588314466764
604,s0,6,cue,frontal,0.050775750646
605,s13,5,cue,frontal,0.0567314714945
606,s12,5,cue,frontal,-0.00680544471978
607,s11,5,cue,frontal,0.0153010353095
608,s10,5,cue,frontal,-0.00896435593861
609,s9,5,cue,frontal,0.047047564862
610,s8,5,cue,frontal,0.0182597693007
611,s7,5,cue,frontal,-0.0179456487935
612,s5,5,cue,frontal,0.0358297688961
613,s0,7,cue,frontal,0.0345972189478
614,s6,3,cue,frontal,0.00890078602149
615,s2,14,cue,frontal,0.0389961768097
616,s8,1,cue,frontal,-0.00470193318958
617,s7,1,cue,frontal,-0.0452318266602
618,s6,1,cue,frontal,0.0140633977838
619,s5,1,cue,frontal,-0.0184928851562
620,s4,1,cue,frontal,-0.0316738519857
621,s3,1,cue,frontal,0.000653061855057
622,s2,1,cue,frontal,-0.0105282937271
623,s1,1,cue,frontal,-0.0455804699351
624,s0,1,cue,frontal,0.0164397984053
625,s13,0,cue,frontal,-0.0125760065596
626,s12,0,cue,frontal,0.00523904905204
627,s11,0,cue,frontal,-0.0500327450639
628,s10,0,cue,frontal,-0.0124119927481
629,s11,8,cue,parietal,0.0054701576296999
630,s5,6,cue,frontal,0.0125509620527
631,s6,6,cue,frontal,-0.0214595499705
632,s7,6,cue,frontal,-0.00330716756452
633,s8,6,cue,frontal,0.0223742016999
634,s2,5,cue,frontal,-0.0134180232886
635,s1,5,cue,frontal,0.128592379736
636,s0,5,cue,frontal,0.0670863998711999
637,s13,4,cue,frontal,0.0587040696456
638,s12,4,cue,frontal,-0.000457091072418
639,s11,4,cue,frontal,-0.00453321687892
640,s10,4,cue,frontal,-0.0041326642896
641,s9,4,cue,frontal,0.0549092195229
642,s8,4,cue,frontal,0.00784968399311
643,s7,4,cue,frontal,-0.0308180082987
644,s6,4,cue,frontal,0.00240728427488
645,s5,4,cue,frontal,0.0408262184082
646,s4,4,cue,frontal,0.204170630974
647,s3,4,cue,frontal,0.0534429228294
648,s2,4,cue,frontal,0.0132118552959
649,s1,4,cue,frontal,0.112545102272
650,s0,4,cue,frontal,0.0697752064117
651,s13,3,cue,frontal,0.0341351352969
652,s12,3,cue,frontal,-0.00215893498758
653,s11,3,cue,frontal,-0.0368399595269
654,s10,3,cue,frontal,-0.0123926975795
655,s3,5,cue,frontal,0.0804468579247
656,s9,3,cue,frontal,0.0485983896956
657,s4,5,cue,frontal,0.188521242471
658,s6,5,cue,frontal,-0.0077261058899099
659,s13,6,cue,frontal,0.0224204348758
660,s12,6,cue,frontal,-0.00885467067635
661,s11,6,cue,frontal,0.00573408069619
662,s10,6,cue,frontal,-0.0274808039741
663,s10,8,cue,parietal,-0.0661645494002
664,s9,14,cue,frontal,0.0105354926644
665,s12,8,cue,parietal,-0.0174229360442
666,s12,17,cue,frontal,0.00367093318644
667,s8,1,cue,parietal,-0.0226751874055
668,s7,1,cue,parietal,-0.0741318365628
669,s6,1,cue,parietal,-0.00428350321103
670,s5,1,cue,parietal,0.0100858382625
671,s4,1,cue,parietal,-0.0374294562033
672,s3,1,cue,parietal,-0.0215063507368
673,s2,1,cue,parietal,0.00106607278632
674,s1,1,cue,parietal,-0.0709318988341
675,s0,1,cue,parietal,0.000300322694975
676,s13,0,cue,parietal,-0.0183937339494
677,s12,0,cue,parietal,-0.0147968933344
678,s11,0,cue,parietal,-0.0518957509165
679,s10,0,cue,parietal,-0.0314295520884
680,s13,17,cue,frontal,-0.00419011651606
681,s11,17,cue,frontal,0.0737572737005
682,s13,8,cue,parietal,-0.0484351731185
683,s10,17,cue,frontal,0.0052437574042299
684,s12,15,cue,frontal,-0.00448951009453
685,s11,15,cue,frontal,0.0471023070477
686,s10,15,cue,frontal,0.0112412835158
687,s9,15,cue,frontal,0.00217020842832
688,s8,15,cue,frontal,0.0253832097515
689,s7,15,cue,frontal,-0.027466991959
690,s6,15,cue,frontal,0.0100518294106
691,s5,15,cue,frontal,-0.0195068625872
692,s4,15,cue,frontal,-0.032512333508
693,s3,15,cue,frontal,-0.0223767538583
694,s2,15,cue,frontal,0.0247336480706
695,s1,15,cue,frontal,0.0125941591083
696,s0,15,cue,frontal,-0.019636632338
697,s9,1,cue,parietal,-0.0279145757214
698,s10,1,cue,parietal,-0.0387324510709
699,s11,1,cue,parietal,-0.0589195061288
700,s12,1,cue,parietal,-0.0259042246248
701,s7,0,cue,frontal,-0.0430214968651
702,s5,0,cue,parietal,0.00431520673796
703,s4,0,cue,parietal,-0.0459561860199
704,s3,0,cue,parietal,-0.0211601500566
705,s2,0,cue,parietal,0.00614232810141
706,s1,0,cue,parietal,-0.0577055085078
707,s1,0,cue,frontal,-0.040937102696
708,s13,18,cue,frontal,-0.012163495715
709,s12,18,cue,frontal,0.00438372064071
710,s11,18,cue,frontal,0.0905198558908
711,s6,0,cue,parietal,0.0214495567704
712,s10,18,cue,frontal,-0.00325075890227
713,s8,18,cue,frontal,0.0143582465172999
714,s7,18,cue,frontal,-0.0374389826447
715,s6,18,cue,frontal,0.0122480941706
716,s5,18,cue,frontal,0.0225013307677
717,s4,18,cue,frontal,-0.0455602885364
718,s3,18,cue,frontal,-0.0234015787962
719,s2,18,cue,frontal,0.0153433794654
720,s1,18,cue,frontal,-0.00153369260139
721,s0,18,cue,frontal,-0.00349674253765
722,s9,18,cue,frontal,-0.0006433163982769
723,s7,0,cue,parietal,-0.0635374390609
724,s8,0,cue,parietal,-0.0154603315311
725,s9,0,cue,parietal,-0.0289925765556
726,s2,2,cue,parietal,0.0195906789676
727,s1,2,cue,parietal,-0.0522129347816
728,s0,2,cue,parietal,0.0332195543269999
729,s13,1,cue,parietal,-0.0251840022699
730,s13,14,cue,frontal,-0.00570123521875
731,s12,14,cue,frontal,-0.00331795337401
732,s11,14,cue,frontal,0.0501327381579
733,s6,2,cue,parietal,-0.0229244487433
734,s6,7,cue,parietal,-0.0198747030483
735,s5,7,cue,parietal,-0.0423492412146
736,s4,7,cue,parietal,-0.108222328291
737,s3,7,cue,parietal,0.0414749599559
738,s2,7,cue,parietal,-0.0781117179409
739,s1,7,cue,parietal,0.0656444201985999
740,s0,7,cue,parietal,0.0253888830341
741,s13,6,cue,parietal,0.0572220144131999
742,s12,6,cue,parietal,0.0149150459614
743,s11,6,cue,parietal,0.0539885565071999
744,s10,6,cue,parietal,0.00620823813521
745,s9,6,cue,parietal,0.0173086844111
746,s8,6,cue,parietal,0.0353399574933
747,s7,6,cue,parietal,0.0233853400255
748,s6,6,cue,parietal,0.0206494006123
749,s5,6,cue,parietal,-0.00909655511476
750,s4,6,cue,parietal,0.0493844589057
751,s3,6,cue,parietal,0.0849996187345
752,s2,6,cue,parietal,-0.0468407445775
753,s1,6,cue,parietal,0.181532924007
754,s8,7,cue,parietal,0.00526227983545
755,s0,6,cue,parietal,0.0637987867698
756,s9,7,cue,parietal,-0.0234819381623
757,s11,7,cue,parietal,0.0368924318331
758,s4,9,cue,parietal,-0.149299267642
759,s3,9,cue,parietal,-0.0659350721893
760,s2,9,cue,parietal,-0.053902534274
761,s1,9,cue,parietal,-0.152929131484
762,s0,9,cue,parietal,-0.0200436532949
763,s7,7,cue,parietal,0.0303745431631
764,s5,2,cue,parietal,0.0254025839431
765,s10,14,cue,frontal,0.0071673404014099
766,s4,2,cue,parietal,0.0217623536433
767,s8,14,cue,frontal,0.0217941110174
768,s7,14,cue,frontal,-0.0198314565368
769,s6,14,cue,frontal,-0.0208147703811
770,s13,15,cue,frontal,-0.00305348061239
771,s3,2,cue,parietal,-0.0138694123002
772,s0,16,cue,frontal,-0.0171919266504
773,s2,16,cue,frontal,0.0145098643656
774,s9,17,cue,frontal,-0.0049004083947
775,s8,17,cue,frontal,0.013762123577
776,s7,17,cue,frontal,-0.0444741031444
777,s6,17,cue,frontal,0.0204153378087
778,s5,17,cue,frontal,0.00588373422725
779,s4,17,cue,frontal,-0.0447856273504
780,s3,17,cue,frontal,-0.0141380828752
781,s2,17,cue,frontal,0.0103194050434
782,s1,17,cue,frontal,-0.000438738748975
783,s0,17,cue,frontal,-0.0103752152963
784,s13,16,cue,frontal,-0.0025219123314
785,s12,16,cue,frontal,-0.00172336864926
786,s11,16,cue,frontal,0.0571053957891999
787,s10,16,cue,frontal,0.0101631929178
788,s9,16,cue,frontal,-0.00428986666204
789,s8,16,cue,frontal,0.0163316275274
790,s7,16,cue,frontal,-0.0396866842019
791,s6,16,cue,frontal,0.0315065090034
792,s5,16,cue,frontal,-0.0100683021535
793,s4,16,cue,frontal,-0.0408622819528
794,s3,16,cue,frontal,-0.0168074650838
795,s1,16,cue,frontal,0.00457908374535
796,s8,0,cue,frontal,0.0104169799858
797,s7,12,cue,parietal,-0.0201274821868
798,s6,0,cue,frontal,0.0186525383098
799,s13,17,cue,parietal,-0.0172933786357999
800,s12,18,cue,parietal,-0.0114341079411
801,s11,18,cue,parietal,0.0431949665488
802,s10,18,cue,parietal,-0.0435774985648
803,s9,18,cue,parietal,-0.0510401728011
804,s8,18,cue,parietal,-0.0170971882592
805,s7,18,cue,parietal,-0.0133806287451
806,s6,18,cue,parietal,0.0195316379848
807,s5,18,cue,parietal,0.0371607084325
808,s4,18,cue,parietal,-0.0527355807224
809,s3,18,cue,parietal,-0.0397100941829
810,s2,18,cue,parietal,0.0178053386573
811,s1,18,cue,parietal,-0.0263701313418
812,s0,18,cue,parietal,-0.0146635254755
813,s6,14,cue,parietal,-0.0142616476371
814,s11,17,cue,parietal,0.0318670051798
815,s13,18,cue,parietal,-0.0208155049959
816,s10,17,cue,parietal,-0.0312467589892
817,s9,17,cue,parietal,-0.0363623279856
818,s8,17,cue,parietal,-0.00591917445721
819,s7,17,cue,parietal,-0.0264353200358
820,s6,17,cue,parietal,0.0279699301572
821,s5,17,cue,parietal,0.0258273000272
822,s4,17,cue,parietal,-0.0373954538034
823,s3,17,cue,parietal,-0.0395893913264
824,s2,17,cue,parietal,0.0178025751851
825,s1,17,cue,parietal,-0.0104811213701
826,s0,17,cue,parietal,-0.0258956572719
827,s13,16,cue,parietal,-0.00937936303601
828,s12,16,cue,parietal,-0.022735163424
829,s12,17,cue,parietal,-0.0153776919753
830,s7,9,cue,parietal,-0.000159037536707
831,s11,16,cue,parietal,0.0293067638073
832,s10,16,cue,parietal,-0.0169822376089
833,s9,16,cue,parietal,-0.0353947901914
834,s6,16,cue,parietal,0.0206264477832
835,s5,16,cue,parietal,0.0160045120059
836,s4,16,cue,parietal,-0.0207591309447
837,s3,16,cue,parietal,-0.0418992949281
838,s2,16,cue,parietal,0.0249311031
839,s1,16,cue,parietal,-0.000349269380833
840,s0,16,cue,parietal,-0.0261216685939
841,s13,15,cue,parietal,-0.00138989175368
842,s12,15,cue,parietal,-0.0248011314139
843,s11,15,cue,parietal,0.0374345270052
844,s10,15,cue,parietal,-0.0088870112270499
845,s9,15,cue,parietal,-0.0382567607244
846,s8,15,cue,parietal,0.0035904133751
847,s7,15,cue,parietal,-0.0138385715149
848,s6,15,cue,parietal,0.0064409065029399
849,s5,15,cue,parietal,0.00788463386574
850,s4,15,cue,parietal,-0.0122946946186
851,s3,15,cue,parietal,-0.0422532327786
852,s2,15,cue,parietal,0.0315954006514
853,s1,15,cue,parietal,0.00323779436699
854,s0,15,cue,parietal,-0.0256137872876
855,s13,14,cue,parietal,-0.00371380944378
856,s12,14,cue,parietal,-0.0218242453639
857,s11,14,cue,parietal,0.0413420912135
858,s10,14,cue,parietal,-0.01076149627
859,s9,14,cue,parietal,-0.0343864557897
860,s8,14,cue,parietal,-0.0072021608824799
861,s7,14,cue,parietal,-0.00865464722562
862,s8,16,cue,parietal,0.000848484335915
863,s5,14,cue,parietal,0.00481594181701
864,s3,14,cue,parietal,-0.0483762564626
865,s5,0,cue,frontal,-0.0270327130304
866,s2,13,cue,parietal,0.0394762595721
867,s13,11,cue,parietal,-0.0506949753525
868,s1,14,cue,parietal,-0.0190197680179
869,s0,14,cue,parietal,-0.0310804448803
870,s13,13,cue,parietal,-0.009111630042
871,s12,13,cue,parietal,-0.0201091472848
872,s11,13,cue,parietal,0.0281606901408
873,s10,13,cue,parietal,-0.0215872192407
874,s9,13,cue,parietal,-0.0169703491926
875,s8,13,cue,parietal,-0.0264047266
876,s7,13,cue,parietal,-0.0140842106927
877,s6,13,cue,parietal,-0.0305608727258
878,s5,13,cue,parietal,-0.00650677088446
879,s4,13,cue,parietal,-0.0106126462175
880,s3,13,cue,parietal,-0.0637047193938
881,s2,14,cue,parietal,0.0358399852165
882,s10,11,cue,parietal,-0.0454599782412
883,s0,13,cue,parietal,-0.035779817917
884,s1,12,cue,parietal,-0.103784572155
885,s2,12,cue,parietal,0.0309226741576
886,s3,12,cue,parietal,-0.0814599979227
887,s4,12,cue,parietal,-0.00709210399119
888,s1,13,cue,parietal,-0.0527102127415
889,s6,12,cue,parietal,-0.0425893680536
890,s5,12,cue,parietal,-0.0220329006251
891,s8,12,cue,parietal,-0.0421123872143
892,s9,12,cue,parietal,-0.00404433151899
893,s10,12,cue,parietal,-0.0309973342255
894,s11,12,cue,parietal,-0.00237654002501
895,s12,12,cue,parietal,-0.0178295249988
896,s13,12,cue,parietal,-0.0257164101976
897,s0,12,cue,parietal,-0.0369433541353
898,s12,10,cue,parietal,-0.0179281868977
899,s12,11,cue,parietal,-0.0185363979845
900,s9,10,cue,parietal,-0.0135379597181
901,s9,11,cue,parietal,-0.00414114683393
902,s8,11,cue,parietal,-0.0459387027726
903,s7,11,cue,parietal,-0.0202657605321
904,s6,11,cue,parietal,-0.0516043435149
905,s5,11,cue,parietal,-0.0390273863767
906,s4,11,cue,parietal,-0.0190119095318
907,s3,11,cue,parietal,-0.0942313372239
908,s2,11,cue,parietal,0.00913697311649
909,s1,11,cue,parietal,-0.149785192661
910,s0,11,cue,parietal,-0.0390019792127
911,s13,10,cue,parietal,-0.0733276094632
912,s4,14,cue,parietal,-0.0118680151433
913,s11,10,cue,parietal,-0.042917220338
914,s11,11,cue,parietal,-0.0344473228553
915,s10,10,cue,parietal,-0.0560472602531
916,s8,10,cue,parietal,-0.0459059592591999
917,s7,10,cue,parietal,-0.0142832458072
918,s6,10,cue,parietal,-0.0637547873885
919,s5,10,cue,parietal,-0.0497646707677
920,s4,10,cue,parietal,-0.0689714268396
921,s3,10,cue,parietal,-0.0917491496902
922,s2,10,cue,parietal,-0.0220622212949
923,s1,10,cue,parietal,-0.17645250841
924,s0,10,cue,parietal,-0.0326988324319
925,s13,9,cue,parietal,-0.0750794505206999
926,s12,9,cue,parietal,-0.0173973079805
927,s11,9,cue,parietal,-0.0267444028202
928,s10,9,cue,parietal,-0.0677246043773
929,s9,9,cue,parietal,-0.0295463942763
930,s7,16,cue,parietal,-0.0245893063994
931,s8,9,cue,parietal,-0.0396636958433
932,s0,0,cue,frontal,0.00776611182029
933,s3,11,cue,frontal,-0.088991179696
934,s3,12,cue,frontal,-0.0707140495083999
935,s2,12,cue,frontal,0.0423628697685
936,s1,12,cue,frontal,0.0122552469576
937,s0,12,cue,frontal,-0.00712513368928
938,s13,11,cue,frontal,-0.0403692122031
939,s12,11,cue,frontal,-0.00634925805976
940,s11,11,cue,frontal,0.0305283964358
941,s10,11,cue,frontal,-0.00150336559644
942,s9,11,cue,frontal,0.0203803438083
943,s8,11,cue,frontal,-0.014830160753
944,s7,11,cue,frontal,-0.00511408076251
945,s6,11,cue,frontal,-0.0520117791936
946,s5,11,cue,frontal,-0.023329026041
947,s4,11,cue,frontal,-0.0246927650157
948,s2,11,cue,frontal,0.0226803666835
949,s6,9,cue,parietal,-0.0692480810464
950,s1,11,cue,frontal,-0.0327696443626
951,s0,11,cue,frontal,0.00746043079225
952,s13,10,cue,frontal,-0.0662865277457
953,s12,10,cue,frontal,-0.00935375301823
954,s5,12,cue,frontal,-0.0181459403033
955,s11,10,cue,frontal,-0.00413791137607
956,s6,12,cue,frontal,-0.0436995941144
957,s8,12,cue,frontal,-0.0074306930527299
958,s1,14,cue,frontal,0.0202417407157
959,s0,14,cue,frontal,-0.0240757144387
960,s13,13,cue,frontal,-0.00938827240792
961,s12,13,cue,frontal,-0.00444996952793
962,s11,13,cue,frontal,0.0595103573341
963,s10,13,cue,frontal,0.00439974274153
964,s4,12,cue,frontal,-0.0169839066739999
965,s3,7,cue,frontal,0.0266682447552
966,s1,7,cue,frontal,-0.0538251940234
967,s5,9,cue,parietal,-0.0567566311895
968,s4,0,cue,frontal,-0.0391164884965
969,s3,0,cue,frontal,-0.000546239981701
970,s2,0,cue,frontal,0.00780174578614
971,s9,1,cue,frontal,0.00534188564044
972,s7,3,cue,frontal,-0.0396855716001
973,s10,1,cue,frontal,-0.0225271650437
974,s12,1,cue,frontal,-0.00717138016831
975,s5,3,cue,frontal,0.0256926505756
976,s4,3,cue,frontal,0.11851503795
977,s3,3,cue,frontal,0.0199464936977
978,s2,3,cue,frontal,0.00991479192006
979,s1,3,cue,frontal,0.0377499519166
980,s0,3,cue,frontal,0.0478587888422
981,s13,2,cue,frontal,0.00439599259064
982,s12,2,cue,frontal,-0.0075071279196
983,s11,2,cue,frontal,-0.0567680902434
984,s10,2,cue,frontal,-0.0198766661917
985,s9,2,cue,frontal,0.0279644197969
986,s8,2,cue,frontal,-0.0124962347482
987,s7,2,cue,frontal,-0.0430136827124
988,s6,2,cue,frontal,0.00921076678749
989,s5,2,cue,frontal,0.00212052147172
990,s4,2,cue,frontal,0.0188497629838
991,s3,2,cue,frontal,0.00245283621298
992,s2,2,cue,frontal,-0.00904849028299
993,s1,2,cue,frontal,-0.0270658901671
994,s0,2,cue,frontal,0.0242960024654
995,s13,1,cue,frontal,-0.01034610232
996,s11,1,cue,frontal,-0.05881368166
997,s9,13,cue,frontal,0.0200739571079
998,s8,13,cue,frontal,0.00841925673815
999,s7,13,cue,frontal,-0.0175130907603
1000,s8,7,cue,frontal,0.0190275220282
1001,s6,7,cue,frontal,-0.0422953819265
1002,s5,7,cue,frontal,-0.014399555076
1003,s4,7,cue,frontal,-0.0867856744236
1004,s11,8,cue,frontal,-0.0449253297058
1005,s9,10,cue,frontal,0.0104634607701
1006,s12,8,cue,frontal,-0.00319476716939
1007,s0,9,cue,frontal,0.0100270560903
1008,s7,10,cue,frontal,0.0055851620763
1009,s6,10,cue,frontal,-0.0642260670844
1010,s5,10,cue,frontal,-0.0255391841237
1011,s4,10,cue,frontal,-0.0665928664573
1012,s3,10,cue,frontal,-0.0932567846039
1013,s2,10,cue,frontal,-0.00377066682741
1014,s1,10,cue,frontal,-0.0979839589249
1015,s0,10,cue,frontal,0.0109838741313
1016,s13,9,cue,frontal,-0.0829548408148
1017,s12,9,cue,frontal,-0.00765607359626
1018,s11,9,cue,frontal,-0.0361396960515
1019,s10,9,cue,frontal,-0.0393027138944
1020,s9,9,cue,frontal,-0.00313320233461
1021,s8,9,cue,frontal,-0.00573536473473
1022,s7,9,cue,frontal,0.014398518726
1023,s6,9,cue,frontal,-0.0708980825768999
1024,s5,9,cue,frontal,-0.0288370652557
1025,s4,9,cue,frontal,-0.136591741754
1026,s3,9,cue,frontal,-0.0775334474769
1027,s2,9,cue,frontal,-0.037688644057
1028,s1,9,cue,frontal,-0.146047994493
1029,s13,8,cue,frontal,-0.0709909206509
1030,s7,7,cue,frontal,0.00884398104803
1031,s9,7,cue,frontal,0.0036425919011
1032,s6,13,cue,frontal,-0.0376522604288
1033,s10,7,cue,frontal,-0.0470836486117
1034,s5,13,cue,frontal,-0.0149847251958999
1035,s4,13,cue,frontal,-0.0215142189251
1036,s3,13,cue,frontal,-0.0476390505751
1037,s2,13,cue,frontal,0.0479183348854
1038,s1,13,cue,frontal,0.0283786550184
1039,s0,13,cue,frontal,-0.0217289851851
1040,s13,12,cue,frontal,-0.0206860781516
1041,s12,12,cue,frontal,-0.00303419038518
1042,s11,12,cue,frontal,0.0557662167698
1043,s10,12,cue,frontal,0.00571118118196
1044,s9,12,cue,frontal,0.0242915167749
1045,s7,12,cue,frontal,-0.0140053394853
1046,s2,7,cue,frontal,-0.0783632202795
1047,s10,10,cue,frontal,-0.0161241042357
1048,s8,10,cue,frontal,-0.0151405187963
1049,s10,8,cue,frontal,-0.0525045392834
1050,s9,8,cue,frontal,-0.00872863201429
1051,s8,8,cue,frontal,0.00727779021147
1052,s7,8,cue,frontal,0.015765089874
1053,s6,8,cue,frontal,-0.0639606670951
1054,s5,8,cue,frontal,-0.0282917476443
1055,s4,8,cue,frontal,-0.160820708077
1056,s3,8,cue,frontal,-0.0338482069836
1057,s2,8,cue,frontal,-0.0696658068792
1058,s1,8,cue,frontal,-0.136059024168
1059,s0,8,cue,frontal,0.0181654208514
1060,s13,7,cue,frontal,-0.0291302997811
1061,s12,7,cue,frontal,-0.00493910613621
1062,s11,7,cue,frontal,-0.0253667098182
1063,s0,0,cue,parietal,-0.00689923478092
